id,theme,similarity,subject_text
121098,3,0.8514089,Виртуальный канал связи за АПРЕЛЬ 2026 | Предоставление каналов связи за АПРЕЛЬ 2026
121099,3,0.85140896,Виртуальный канал связи за АПРЕЛЬ 2026 | Предоставление каналов связи за АПРЕЛЬ 2026
121100,3,0.80846906,"Сервисный сбор за авиабилет по авиабилету (электронный) по маршруту МОСКВА - ГОРНО-АЛТАЙСК - МОСКВА, перевозчик:SU, 26 Июн 2026г.- 29 Июн 2026г., (Пятков Иван Витальевич: № 555-2392307067) (С учетом стоимости принятого к обмену авиабилета № 555-2389166667, счет № 838183) [вид:услуга; ед:-] | Сбор системы бронирования по авиабилету (электронный) по маршруту МОСКВА - ГОРНО-АЛТАЙСК - МОСКВА, перевозчик:SU, 26 Июн 2026г.- 29 Июн 2026г., (Пятков Иван Витальевич: № 555-2392307067) (С учетом стоимости принятого к обмену авиабилета № 555-2389166667, счет № 838183) [вид:услуга; ед:-]"
121102,5,0.83732665,Предоставление в пользование части линейно-кабельных сооружений (1 канал/км) Февраль 2026 [вид:услуга; ед:шт] | Размещение оптической муфты в телефонном колодце Февраль 2026 [вид:услуга; ед:шт] | Ввод трубопровода в телефонный колодец Февраль 2026 [вид:услуга; ед:шт]
121107,7,0.9567739,Аренда нежилых помещений за май 2026 г. [вид:услуга]
121143,7,0.9567739,Аренда нежилых помещений по договору № 364 от 13.12.2021 г. за апрель 2026 г. [вид:услуга]
121149,7,0.956545,Аренда помещения за апрель 2026 г. [вид:услуга; ед:мес]
121152,26,0.86175156,Вознаграждение по договору о сотрудничестве по предоставлению телекоммуникационных услуг № Е3298 от 12.04.2012 г. за январь 2026 г. [вид:услуга; ед:шт]
121174,9,0.864956,Электроэнергия за период с 01.01.2026 по 31.01.2026г
121176,20,0.82334125,"Модуль электрический SFP Ethernet 1G, прогон 0,1 km, 1 Gbps, разъем RJ-45, индустриальный, CS|БАЗИС ТЕЛЕКОМ||BZ-SFP-1G-T-I-(CS)|| [вид:имущество; ед:Штуки]"
121187,7,0.9540528,Аренда нежилых помещений согласно договору 3 ар./2008 от 19.02.2008 за период Февраль 2026 г. [вид:услуга; ед:мес]
121207,25,0.8310507,"ВОЗМЕЩЕНИЕ ЗАТРАТ ЗА КОММУНАЛЬНЫЕ УСЛУГИ электроэнергия за февраль,март, апрель 2026 г [вид:услуга; ед:кВт]"
121241,9,0.8618105,Переменная часть (электроэнергия) за февраль 2026 г.
121249,11,0.90563774,Предоставление доступа по размещению и обслуживанию оборудования (в многоквартирные дома) [вид:услуга; ед:шт]
121264,3,0.865306,Выполнение аварийно-восставновительных работ в отношении оборудования для оказания услуг связи на БС / ОКН № 45278 к Заказу № TMS260422_1804_122
121272,11,0.8957987,"Обследование трасс прокладки проводных линий связи, точек монтажа проводного оборудования доступа [ед:Объект] (×2)"
121273,11,0.8902147,Проведение работ по демонтажу и нереализованным проектам [ед:Объект]
121275,23,0.83910847,"Услуги по размещению оборудования на рекламной конструкции по адресу:Ленинградская обл., Всеволожский р-он, п.Мурино, ул.Центральная, 90м, северо-восточнее д.65(пос.Мурино ул.Центральная, участок №59) в апреле 2026г. по дог.№199777 от 01.12.2014г. [вид:услуга] | Компенсация за потребленную электроэнергию в апреле 2026г. по дог.№199777 от 01.12.2014г. [вид:услуга]"
121297,10,0.9033413,Услуга по размещению оптического кабеля связи [вид:услуга; ед:шт]
121310,0,0.83383507,"Возмещение электроэнергии на АМС по адресу Иркутская обл, г Тайшет за май 2026 г [вид:услуга; ед:кВт.ч]"
121321,20,0.81118613,"Модуль оптический SFP Ethernet 1G, длина волны 1310 nm, прогон 20 km, 1 Gbps, SM, разъем LC, с поддержкой мониторинга DDM, индустриальный, NK|БАЗИС ТЕЛЕКОМ||BZ-SFP-1G-LX-20-I-(NK)|| [вид:имущество; ед:Штуки]"
121325,16,0.8180772,SIM/M/N96LTEusimBzlimPURб/нDYN [вид:имущество; ед:шт] (×5)
121335,23,0.86835635,"Услуги/работы в области PR (ИМ), Размещение информационного материала, дата публикации 18.02.2026, в г. cheboksary.ru, Февраль 2026 бренд: билайн | Услуги/работы в области PR (ИМ), Размещение информационного материала, дата публикации 09.02.2026, в г. dostup1.ru, Февраль 2026 бренд: билайн | Услуги/работы в области PR (ИМ), Размещение информационного материала, дата публикации 24.02.2026, в г. evening-kazan.ru, Февраль 2026 бренд: билайн | Услуги/работы в области PR (ИМ), Размещение информационного материала (новость с дублированием в ТГ и ВК), дата публикации 24.02.2026, в г. kazanfirst.ru, Февраль 2026 бренд: билайн | Услуги/работы в области PR (ИМ), Размещение информационного материала, дата публикации 27.02.2026, в г. kikonline.ru, Февраль 2026 бренд: билайн"
121339,0,0.86395645,Предоставление доступа к инфраструктуре для размещения сетей электросвязи (в том числе волоконно-оптических линий связи) на опорах ВЛ за март 2026 г. [вид:услуга; ед:шт]
121347,8,0.8133637,"Проведение предпроектных изысканий. Разработка основных предпроектных решений (включая перечень и стоимость работ). Согласование предпроектных решений с Заказчиком [ед:за полный комплект] | марка ТХ (Технологические решения) [ед:за марку] | Оформление (включая проведение необходимых измерений) и предоставление Заказчику комплектов исполнительной и отчетной документации на объект Базовую станцию в соответствии с Общими техническими условиями на базовую станцию и Процедурой технической приемки БС. [ед:за полный комплект] | Компенсации повышенных транспортных расходов на доставку оборудования и материалов на объекты, находящиеся на удалении свыше 100 км. [ед:за 1 км] | Монтаж цифровой платы в системный блок Базовой станции [ед:за плату]"
121360,26,0.8595961,Предоставление места на линейном сооружении за период с 01.01.2026г. по 31.01.2026г. по договору №02/06-2013 от 01.12.2013г. согласно акта № 16 от 31.01.2026г. [вид:услуга]
121364,7,0.93097633,Аренда нежилого помещения (переменная часть) за март 2026 г. [вид:услуга; ед:кВт.ч]
121376,20,0.8254092,"Модуль электрический SFP Ethernet 10/100/1000Base-T, прогон 100 m, 1 Gbps, разъем RJ-45, CS|НПО ТЕЛЕКОМ||NE-GB-P1RCD(CS)|| [ед:Штуки]"
121382,0,0.8633206,"Работы по строительству волоконно-оптической линии связи по Доп.Соглашению № 176-1 от 17.06.2026 (пр. Литейный, д. 12 проект 3785459, объект 0903-0442) к договору № 299/22 от 04.02.2022 [вид:услуга; ед:----]"
121386,3,0.8199081,"Сервисный сбор за авиабилет по авиабилету (электронный) по маршруту МОСКВА–ГОРНО-АЛТАЙСК–МОСКВА, перевозчик:SU, 23 Июн 2026г. - 29 Июн 2026г., (Лысенко Оксана Вадимовна: № 555-2392868447) [вид:услуга; ед:-] | Сбор системы бронирования по авиабилету (электронный) по маршруту МОСКВА–ГОРНО-АЛТАЙСК–МОСКВА, перевозчик:SU, 23 Июн 2026г. - 29 Июн 2026г., (Лысенко Оксана Вадимовна: № 555-2392868447) [вид:услуга; ед:-]"
121388,3,0.8306507,Авансовые платежи в счет реализации РЦС-2 аванс усл.связи
121399,21,0.84226525,Проведение работ на сети ПАО «ВымпелКом» [ед:Километр]
121403,3,0.8280038,"Выполнение АВР, Технический акт на аварийно-восставновительные работы №IRK-2605-AVR-1807-45 в отношении оборудования для оказания услуг связи на БС / ОКН №260522 к Заказу №IRK260427_1807_48"
121404,0,0.84331495,"Размещение и эксплуатация кабелей связи в линейно-кабельных сооружениях МБУ ""СУН"" за март 2026 г. [вид:услуга; ед:усл. ед]"
121408,10,0.8800087,Услуги по размещению и инженерному обеспечению работоспособности средств связи за март 2026г [вид:услуга; ед:мес]
121419,4,0.85319656,Проведение работ на сети ПАО «ВымпелКом» [ед:Комплект]
121424,0,0.831527,Оплата в счет предстоящих поставок электроэнергии по договору №2013-Э/ДХ-КБ-4006 от 23.11.2012 г.
121429,11,0.88918567,Размещение оборудования связи по договору № 50009 от 28.12.2017 г. за май 2026 г. [вид:услуга; ед:шт]
121430,9,0.8608738,Эксплуатационный платеж за май 2026 г. [вид:услуга; ед:мес]
121432,0,0.87744963,РАЗМЕЩЕНИЕ ОБОРУДОВАНИЯ | УСЛУГИ НА РАЗМЕЩЕНИЕ КАБЕЛЕЙ СВЯЗИ В ЛКС
121443,26,0.87325615,Вознаграждение за приоритетное право продажи услуг связи по договору о сотрудничестве № J1204 от 07.06.10. за март 2026 г. [вид:услуга; ед:мес]
121457,11,0.90846825,"Проведение работ по монтажу, замене и переносу оборудования [ед:Километр]"
121459,16,0.8030146,"Компенсация выезда на объект в составе одного специалиста за пределы центрального города Лота. [ед:Километр] | Монтаж, программирование клиентского оборудования доступа системы MultiSIM, включая получение SIM-карт на складе, в офисе Заказчика и их установка в оборудование. [ед:Штука] | Демонтаж оборудования (включая интерфейсные кабели, кроссировки, двухмегабитные кроссировки с удалением из жгута) на объекте клиента, перекидных оптических/медных кабелей между помещениями/по зданиям, стойками на объекте + Монтаж, программирование клиентского оборудования доступа системы MultiSIM, в [ед:Штука] | Программирование оборудования WLL любой системы [ед:Штука] | Замена SIM-карты в системе MultiSIM по заданию ВК [ед:Штука]"
121468,19,0.8669162,Арендная плата по договору D25S00248161 от 25.12.2025 г. за Май 2023 г. [ед:штука]
121474,23,0.83689785,Пред.в польз.КРдля разм.обор.(кр.об.ФГУП РТРСи в ЦОД)-ежемес.плат. за январь 2026 | Предоставление места в телефонной канализации - ежемесячный платеж за январь 2026
121475,23,0.83689785,Пред.в польз.КРдля разм.обор.(кр.об.ФГУП РТРСи в ЦОД)-ежемес.плат. за январь 2026 | Предоставление места в телефонной канализации - ежемесячный платеж за январь 2026
121495,5,0.8466557,Услуги пропуска трафика по Договору IG633 от 01.03.2010г. .(местное завершение вызовов на сеть Партнера) за март 2026 г (×2) | Услуги пропуска трафика по Договору IG633 от 01.03.2010г. (инициирование вызовов) за март 2026 г
121499,9,0.86726046,Вознаграждение за январь 2026 г. [вид:услуга; ед:мес]
121510,2,0.8811424,Зоновое завершение вызова на сеть ЦТ за январь 2026 г. [ед:мин] | Зоновое завершение вызова на сеть другого Оператора за январь 2026 г. [ед:мин]
121531,10,0.8974175,Комиссионное вознаграждение по предоставлению услуг связи за май 2026 г. [вид:услуга]
121535,9,0.86726046,Вознаграждение за март 2026 г. по договору №VO325 от 18 августа 2004 [вид:услуга; ед:мес]
121539,3,0.84757066,Авансовые платежи в счет реализации Пользование объектом недвижимости
121543,25,0.8580065,Комплекс работ по установке модулей SFP [ед:за комплекс работ] | Прокладка оптического кабеля [ед:за 1 м]
121546,10,0.8935473,Услуга местного завершения вызова на узле связи по договору №LH369 от 01.04.2014г. за март 2026 г. [вид:услуга; ед:мин]
121582,11,0.91474223,"Проведение работ по монтажу, замене и переносу оборудования [ед:Объект]"
121583,4,0.8436272,Ремонтно-наладочные работы на объекте ПАО ВымпелКом согласно договора Д25739/ТО СОП_ИБГ от 04.07.2025 [вид:услуга; ед:шт]
121597,1,0.89258456,"Выполнение работ (услуг) по уборке помещений и прилегающей территории по Договору № 25212136 от 30.05.2025г., за январь 2026 г. [ед:шт]"
121600,20,0.8385109,Предоставление магистральных цифровых каналов связи (МЦКС/NPL) c 01.12.2025 по 31.12.2025
121601,5,0.8416705,"Услуга по организации участия в физкультурно-спортивном мероприятии ""Гонка Героев"", место проведения: г. Москва , дата проведения: 16.05.2026, количество участников - 10 [вид:услуга]"
121607,7,0.9443599,аренда нежилого помещения по договору №2018/08/01/АР/5 от 27.08.2018г [вид:услуга; ед:шт]
121610,10,0.8811196,услуги связи согл. дог.5195/Е9732 за февраль 2025 г. [вид:услуга]
121624,10,0.9948283,Услуги связи (Договор № 100596414 от 13.02.2023) за период с 01.04.2026 по 30.04.2026
121625,10,0.9948283,Услуги связи (Договор № 100596414 от 13.02.2023) за период с 01.04.2026 по 30.04.2026
121628,19,0.84577227,Доставка со склада Заказчика до ПВЗ или Постамата по России [вид:услуга; ед:шт]
121639,3,0.8555213,"Аварийно-восстановительные работы по Заявке № 28 от 08.06.2026 года по Договору № 9_ТО_ВЭС_БР от «26» Января 2023 г. по адресу: 25032025712 / Россия, Брянская обл, г.Брянск, п.Чайковичи, ул.Чайковского, д.24"
121645,20,0.8243573,"МОДУЛЬ FLEXDSL, STAND ALONE, 2ХSHDSL, 2 ПАРЫ, 15МB/S, NTU, 2ХMASTER/2ХSLAVE, 4Х10/100BASE-T, ЛП В КОМПЛЕКТЕ С БЛОКОМ ПИТАНИЯ, КАБЕЛЯМИ DSL, ETHERNET|НАТЕКС|FG-PAM-SA2N-4ETH, V10||| [ед:Штуки]"
121646,9,0.8698153,Электроэнергия за февраль 2026 г. [вид:услуга; ед:кВт.ч]
121651,10,0.8776901,"Услуги связи, предоставленные за 03.2026 г. [вид:услуга; ед:-]"
121653,20,0.84817344,Предоставление в аренду международных цифровых каналов связи (МнЦКС/IPL) c 01.02.2026 по 28.02.2026
121677,26,0.8676125,"Возмещение затрат по электроэнергии по дог.№52255-2020 от 10.07.2020г. на вышке, расположенной по адресу:РБ, г. Уфа, СНТ МПМК Уфимская-1, в 59 м на юг от д. 26 за март 2026 г. [вид:услуга; ед:кВт.ч]"
121679,8,0.8379914,Проведение предпроектных изысканий. Разработка основных предпроектных решений (включая перечень и стоимость работ). Согласование предпроектных решений с Заказчиком [ед:за полный комплект]
121695,23,0.8632876,Размещение рекламной информации по адресу ул. Инициативная д.14 (с 01.04. 2026г по 30.04.2026) [вид:услуга; ед:шт]
121703,9,0.86266977,Возмещение расходов на электроэнергию за декабрь 2025 г. [ед:кВт.ч]
121731,4,0.85319656,Проведение работ на сети ПАО «ВымпелКом» [ед:Комплект]
121744,5,0.85350055,Предоставление прав на прием и распространение телеканалов КИНЕКО & САПФИР по лицензионному договору №б/н от 10.07.2023 г. за февраль 2026 г. [вид:услуга]
121748,26,0.8557472,Возмещение затрат на электроэнергию по договору аренды № 23-04091 от 14.08.2017г за апрель 2025 г. [вид:услуга; ед:шт]
121768,0,0.8435024,"Компенсация стоимости потраченной электроэнергии на объекте, расположенном по адресу:Тимофея Кармацкого д.9 за февраль 2026 г. [вид:услуга; ед:кВт.ч]"
121770,0,0.8610926,УСЛУГИ НА РАЗМЕЩЕНИЕ КАБЕЛЕЙ СВЯЗИ В ЛКС | РАЗМЕЩЕНИЕ ОБОРУДОВАНИЯ
121774,1,0.8604238,"Комплексная уборка мест общего пользования и офисного пространства по Тамбовскому филиалу,согласно договора ЕК-СОП от 29.11.2024 [вид:услуга; ед:шт]"
121784,2,0.8494014,Предоставление места в телефонной канализации - ежемесячный платеж за февраль 2026
121785,2,0.8494014,Предоставление места в телефонной канализации - ежемесячный платеж за февраль 2026
121791,20,0.82732105,"Модуль электрический SFP Ethernet 10/100/1000Base-T, прогон 100 m, 1 Gbps, разъем RJ-45, CS|НПО ТЕЛЕКОМ||NE-GB-P1RCD(CS)|| [вид:имущество; ед:Штуки]"
121800,7,0.9352844,аренда помещения за март 2026 г. [вид:услуга; ед:кв.м.] (×3)
121804,9,0.88493633,Потребление эл. энергии на основании Договора №01-МегаФон/2020 от 29.12.2020 г. за ФЕВРАЛЬ 2026
121805,9,0.88493633,Потребление эл. энергии на основании Договора №01-МегаФон/2020 от 29.12.2020 г. за ФЕВРАЛЬ 2026
121806,11,0.90758854,"Проведение работ по монтажу, замене и переносу оборудования [ед:Штука]"
121818,23,0.85580105,"Услуги по размещению, включая инженерно-техническое обеспечение оборудования ПАО ""ВымпелКом"", расположенного по адресу: г. Астрахань, ул. Ляхова, 4. согласно договору 021/314 (5000) от 24.10.2023 за период Май 2026 г. [вид:услуга; ед:мес]"
121834,26,0.8585756,"Электроэнергия по заказу 71434 к договору № ВК_Максимец_2025 от 31.01.2025, Свердл.обл., г. Ревда, ул. Умнова за 03.2026 г.(1003 кВт) [вид:услуга; ед:мес]"
121837,2,0.85752964,Предоставление цифрового канала связи за Январь 2026 г [вид:услуга; ед:ед.]
121838,2,0.85752964,Предоставление цифрового канала связи за Январь 2026 г [вид:услуга; ед:ед.]
121846,8,0.8258507,"За размещение оборудования связи на АМС по адресу: Пермский край, городской округ Чердынский, д.Кушмангор, ул.Полевая 59:39:0790001 за январь 2026 г. [вид:услуга; ед:руб]"
121862,20,0.8364079,Предоставление в пользование цифровых каналов связи за июнь 2026г [ед:Штук] (×2)
121866,3,0.8049216,"Сервисный сбор за авиабилет по авиабилету (электронный) по маршруту САНКТ-ПЕТЕРБУРГ - МОСКВА - САНКТ-ПЕТЕРБУРГ, перевозчик:SU, 10 Фев 2026г.- 11 Фев 2026г., (Чижова Екатерина Борисовна: № 555-2379208737) [вид:услуга; ед:-] | Сбор системы бронирования по авиабилету (электронный) по маршруту САНКТ-ПЕТЕРБУРГ - МОСКВА - САНКТ-ПЕТЕРБУРГ, перевозчик:SU, 10 Фев 2026г.- 11 Фев 2026г., (Чижова Екатерина Борисовна: № 555-2379208737) [вид:услуга; ед:-]"
121869,8,0.8318336,Проведение предпроектного обследования трассы прокладки кабеля ВОК/СМК по зданиям и сооружениям [ед:Трасса] | Проведение предпроектного обследования трассы при прокладке ВОК по опорам городской инфраструктуры [ед:Трасса]
121870,21,0.8467634,Проведение работ на сети ПАО «ВымпелКом» [ед:Трасса]
121874,23,0.83244383,Пред.в польз.КРдля разм.обор.(кр.об.ФГУП РТРСи в ЦОД)-ежемес.плат. за январь 2026
121875,23,0.83244383,Пред.в польз.КРдля разм.обор.(кр.об.ФГУП РТРСи в ЦОД)-ежемес.плат. за январь 2026
121881,25,0.8580065,Комплекс работ по установке модулей SFP [ед:за комплекс работ] | Прокладка оптического кабеля [ед:за 1 м]
121921,9,0.8587148,Вознаграждение за апрель 2026г. согласно договора№ EJ798 от 28.09.2012 [вид:услуга]
121939,90,0.8247613,"Вода питьевая очищенная ""Родной Источник"" 19л [вид:имущество; ед:шт]"
121942,8,0.84887284,за обеспечение функционирования оборудования на АМС за январь 2026 г. [ед:мес]
121968,3,0.83073497,Электроэнергия по договору 30791-0216 от 10.02.2016 за Март 2026г. Торгово-сервисные аппараты Платежные и прочие автоматы АП-1 [вид:услуга; ед:кВт.ч]
121972,4,0.8659476,"Общестроительные работы, не указанные в ТЦП [ед:за полный комплект]"
121981,23,0.8437476,"За размещение оборудования связи на АМС по адресу: Пермский край, г.о.Чусовской, рп.Скальный. ул.Ставропольская 112 за апрель 2026 г. [вид:услуга; ед:руб]"
121987,90,0.7170224,Мобильный телефон HONOR X9d 12/256GB 5109BYPU BLACK HONOR [вид:имущество; ед:шт] | Мобильный телефон HONOR X8d 8/256GB 5109CCUA GREY HONOR [вид:имущество; ед:шт] | Мобильный телефон HONOR 600 Lite 8/256GB 5109CEJQ BLACK HONOR [вид:имущество; ед:шт] | Мобильный телефон HONOR 600 Lite 8/256GB 5109CEJR GREY HONOR [вид:имущество; ед:шт] | Т.Honor 600 8/256 GB Orange [вид:имущество; ед:шт]
122006,26,0.8559789,Арендная плата по ДС № 50574_25063109129 от 11.02.2026 Договору № ВК/Вин_РАМ от 05.02.2024 за февраль 2026 г. [вид:услуга; ед:мес]
122021,1,0.85020304,Комплекс работ по ТО ОВ по договору N 245/П/15 от 09 августа 2016 г. Челябинская область [вид:услуга; ед:мес]
122024,5,0.8479001,Поддержание канала точка-точка за май 2026 г. [вид:услуга; ед:мес]
122041,23,0.83244383,Пред.в польз.КРдля разм.обор.(кр.об.ФГУП РТРСи в ЦОД)-ежемес.плат. за январь 2026
122042,23,0.83244383,Пред.в польз.КРдля разм.обор.(кр.об.ФГУП РТРСи в ЦОД)-ежемес.плат. за январь 2026
122047,11,0.8997,"Проведение работ по монтажу, замене и переносу оборудования [ед:шт]"
122051,0,0.84592384,"Размещение (Экспонирование), в г. Ленинградская область на Объектах Наружной Рекламы формат Биллборд 6х3, Май 2026 бренд: билайн"
122053,23,0.83244383,Пред.в польз.КРдля разм.обор.(кр.об.ФГУП РТРСи в ЦОД)-ежемес.плат. за декабрь 2025
122057,21,0.84226525,Проведение работ на сети ПАО «ВымпелКом» [ед:Километр]
122088,26,0.86867887,Перепредъявление электроэнергии задекабрь 2024 года [вид:услуга; ед:КВт]
122097,5,0.8317974,"Услуги по предоставлению комплекса технических ресурсов по адресу: г Москва, территории инновационного центра ""Сколково"", Большой Бульвар, 30 стр.1 за январь 2026 г. (Бланк заказа 2 от 01.01.2020г.) [вид:услуга]"
122098,5,0.8317974,"Услуги по предоставлению комплекса технических ресурсов по адресу: г Москва, территории инновационного центра ""Сколково"", Большой Бульвар, 30 стр.1 за январь 2026 г. (Бланк заказа 2 от 01.01.2020г.) [вид:услуга]"
122101,11,0.91311306,"Предоставление места для размещения оборудования, согласно договору № КРГРЭС-2-20/2159-46199/20-КРС-ВК от 12.02.2021г. за февраль 2026г."
122102,23,0.83244383,Пред.в польз.КРдля разм.обор.(кр.об.ФГУП РТРСи в ЦОД)-ежемес.плат. за февраль 2026
122103,23,0.83244383,Пред.в польз.КРдля разм.обор.(кр.об.ФГУП РТРСи в ЦОД)-ежемес.плат. за февраль 2026
122116,4,0.84856373,"Выполнение работ на объектах ПАО ""Вымпелком"", подтвержденные актом выполненных работ № NN1-РМ-С-8 от 04.06.2026"
122117,4,0.85172397,"Выполнение работ на объектах ПАО ""Вымпелком"", подтвержденные актом выполненных работ № NN1-РМ-С-8 от 04.06.2026 [ед:-]"
122118,25,0.83973265,"Замена (включая демонтаж и монтаж) мебельной фурнитуры (замки, петли, навесы, полкодержателя, ручки и т.п.) [ед:шт] | Замок реечный витринный(«Крокодил») [ед:шт] | Выезд на объект Заказчика по Заявке заказчика для проведения диагностики, ремонта или монтажных работ. Результатом работ является выполнение поручен.. [ед:работа] | Замена (включая демонтаж и монтаж) мебельной фурнитуры (замки, петли, навесы, полкодержателя, ручки и т.п.) [ед:шт] | Замок мебельный Boyard Z258CP.2/18, накладной, для стеклянных дверей, 48х36,5 мм, металл, цвет хром [ед:шт]"
122119,23,0.91579545,"Услуги в области PR (РИМ), Размещение рекламно-информационного материала (с дублированием в социальных сетях ВК и ТГ), дата публикации 18.05.2026, на площадке cossa.ru, Май 2026 бренд: Билайн | Услуги в области PR (РИМ), Размещение рекламно-информационного материала, дата публикации 18.05.2026, на площадке delovoymir.biz, Май 2026 бренд: Билайн | Услуги в области PR (РИМ), Размещение рекламно-информационного материала (до 5000 знаков) (с анонсированием в Telegram), дата публикации 18.05.2026, на площадке Sostav.ru, Май 2026 бренд: Билайн"
122122,9,0.8723629,Коммунальные услуги за электроснабжение за апрель 2026 г. [ед:кВт. ч]
122207,1,0.8925847,"Выполнение работ (услуг) по уборке помещений и прилегающей территории по Договору № 25212136 от 30.05.2025 г., за февраль 2026 г. [ед:шт]"
122208,10,0.8789699,Услуги по размещению БС за май 2026 г. по договору № 8 от 08.05.2014г. [вид:услуга; ед:шт]
122211,11,0.8902147,Проведение работ по демонтажу и нереализованным проектам [ед:Объект]
122217,4,0.8944804,"Дополнительные работы на объектах ПАО _Вымпелком_, потвержденные актом выполненных работ 3004_50 от 30.04.2026 г. [ед:-]"
122219,4,0.8946148,"Дополнительные работы на объектах ПАО _Вымпелком_, подтвержденные актом выполненных работ 3004_50 от 30.04.2026 г."
122223,25,0.8580065,Комплекс работ по установке модулей SFP [ед:за комплекс работ] | Прокладка оптического кабеля [ед:за 1 м]
122228,5,0.83703303,"Услуги по размещению АФУ и термобоксов на РК на з/у по адресу: г.Хабаровск, пер.Гражданский, 12 по договору №4172 от 29.04.2014г. ДС от 01.06.2024г. за январь 2026 г. [вид:услуга]"
122229,5,0.8357249,"Услуги по размещению АФУ и термобоксов на РК на з/у по адресу: г.Хабаровск, пересечение пр.60-летия Октября и Восточное шоссе по договору №1975 от 19.02.2013г. ДС от 01.06.2024г. за январь 2026 г. [вид:услуга]"
122230,1,0.91450244,"Уборка офисных помещений по договору №Д251434 по адресу: г. Петрозаводск, ул. Куйбышева д. 26. [ед:м2]"
122234,26,0.91319585,Вознаграждение партнера в соответствии с п. 5.1. Договора №G4852 от 01.01.2010г. (май 2026г.). [вид:услуга; ед:мес]
122255,26,0.9024662,возмещение затрат по содержанию помещений за 05.2026г [вид:услуга; ед:мес]
122282,20,0.8108075,"Модуль оптический CPAK Ethernet 100GBase-LR4, длина волны 1310 nm, прогон 10 км, 100 Gbps, SM, разъем LC|ТЕРРА ТЕЛЕКОМ||TT-CPAK-100GBASE-LR4|| [ед:Штуки]"
122287,9,0.8698153,Электроэнергия за май 2026 г. [вид:услуга; ед:кВт.ч]
122307,4,0.85319656,Проведение работ на сети ПАО «ВымпелКом» [ед:Комплект]
122319,9,0.8668392,Электрическая энергия за период с 01.02.2026 по 28.02.2026 [вид:услуга; ед:шт]
122327,8,0.81909186,"Проведение предпроектных изысканий. Разработка основных предпроектных решений (включая перечень и стоимость работ). Согласование предпроектных решений с Заказчиком [ед:за полный комплект] | марка ТХ (Технологические решения) [ед:за марку] | Оформление (включая проведение необходимых измерений) и предоставление Заказчику комплектов исполнительной и отчетной документации на объект Базовую станцию в соответствии с Общими техническими условиями на базовую станцию и Процедурой технической приемки БС. [ед:за полный комплект] | Компенсации повышенных транспортных расходов на доставку оборудования и материалов на объекты, находящиеся на удалении свыше 100 км. [ед:за 1 км] (×2)"
122328,2,0.8494014,Предоставление места в телефонной канализации - ежемесячный платеж за февраль 2026
122336,3,0.8226684,Проведение АВР на ВОЛС в зоне ответственности Костромского филиала
122344,20,0.9332232,Предоставление магистральных цифровых каналов связи (МЦКС/NPL) c 01.05.2026 по 31.05.2026 | Доступ в Интернет c 01.05.2026 по 31.05.2026 | Виртуальный канал Ethernet (EPL) c 01.05.2026 по 31.05.2026
122399,11,0.90758854,"Проведение работ по монтажу, замене и переносу оборудования [ед:Штука]"
122413,26,0.8594226,Вознаграждение по договору за февраль 2026 г. [вид:услуга]
122422,7,0.9334725,Аренда по договору аренды нежилых помещений за март 2026 г. [вид:услуга; ед:м/кв]
122424,26,0.87592524,"Услуги по размещению кабеля на опорах ООО ""Энерго"" по Договору №7155 от 01.12.2011 г. за 4 квартал 2025 г. [вид:услуга; ед:шт]"
122425,26,0.87592524,"Услуги по размещению кабеля на опорах ООО ""Энерго"" по Договору №7155 от 01.12.2011 г. за 4 квартал 2025 г. [вид:услуга; ед:шт]"
122446,90,0.8181472,Вода питьевая Королевская вода 19л [вид:имущество; ед:шт]
122447,23,0.8327005,Подписка + приём оплат (итерация 1) за январь 2026 г. [вид:услуга] | Кастомные отчеты за январь 2026 г. [вид:услуга]
122471,8,0.8523557,"Обеспечение размещения и функционирования оборудования БС по адресу: г. Пермь, ул.Комсомольский проспект, 63 за январь 2026 г. [вид:услуга; ед:шт]"
122475,10,0.882933,Услуги по предоставлению в пользование общего имущества за март 2026 г. [вид:услуга]
122484,11,0.88918567,Размещение оборудования связи по договору № 50045 от 28.12.2017 г. За февраль 2026 г. [вид:услуга; ед:шт]
122490,23,0.9103426,"Услуги в области PR (РИМ), Размещение и анонсирование рекламно-информационного материала (до 5000 знаков), дата публикации 10.04.2026, на площадке Kp.ru, Апрель 2026 бренд: билайн | Производство РИМ, Производство рекламно-информационного материала (до 5000 знаков), 10.04.2026, на площадке Kp.ru, Апрель 2026 бренд: билайн | Услуги в области PR (РИМ), Размещение и анонсирование рекламно-информационного материала на главной странице сайта, дата публикации 10.04.2026, на площадке Aif.ru, Апрель 2026 бренд: билайн | Производство РИМ, Производство рекламно-информационного материала, 10.04.2026, на площадке Aif.ru, Апрель 2026 бренд: билайн | Услуги в области PR (РИМ), Размещение и анонсирование рекламно-информационного материала, дата публикации 10.04.2026, на площадке cnews.ru, Апрель 2026 бренд: билайн"
122515,11,0.8997,"Проведение работ по монтажу, замене и переносу оборудования [ед:шт]"
122532,5,0.8294843,Предоставления в пользование комплекса ресурсов по ДС SV_2 Саратовская область за Март 2026 г. по дог. VK-PLR/2022 от 11.10.2022 [ед:ШТ] (×3)
122535,25,0.85839665,СУБАРЕНДА ЗЕМЕЛЬНЫХ УЧАСТКОВ по договору ЦРИ/04/СА/5349/16/000114 от 05.02.2016г. [ед:мес]
