group,file,llm_topic,theme_id,top_words
pdf_tables,43393060-f86e-4bc5-890e-09f2e43e8e6b.ВАкт за март эл.эн.pdf,Акт выполненных работ за март 2026 года,-1,
pdf_tables,00306d9d-fa9b-4cda-9ad1-717d146a2371.акт_сверки_202604_67b79b32-0186-4444-b78c-7687df6a4c3c.pdf,Сверка взаимных расчетов по электроэнергии,-1,
pdf_tables,709fe245-a8c7-4a57-96c6-6759e86b5153.УПД (статус 1) № 509 от 28 июля 2025 г.pdf,Аренда земельного участка,-1,
pdf_tables,f9278908-74b1-4280-b8cc-4a726b2162f1.Акт сверки взаиморасчетов № 18 от 17 апреля 2026 г.pdf,Сверка взаимных расчетов между компаниями,-1,
pdf_tables,8bfed56d-cb4c-460a-a891-dd5ce9a4498a.Бабушкина Татьяна Сергеевна_Нижний Новгород_9063529039.pdf,Заявление на замену SIM-карты,-1,
pdf_tables,8212803b-c86e-4309-92c5-ceda323c4209.Счет на оплату № 8 от 30 апреля 2026 г.pdf,Счёт на оплату аренды каналов связи,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
pdf_tables,5a55b5b7-fcc2-41b3-bae6-a6107d17ca54.ON_ASVER_2BM_50120002008136_2BM_2BM-773273904766-20180529045402392607300000000_20260331_a2c8a237-638e-420a-b1f8-aee1bc7606e5.pdf,Сверка расчетов по электроэнергии,-1,
pdf_tables,5eb83058-b197-4673-9129-589212aacf48.Schet__2-168_ot_30.04.2026.pdf,Платежное поручение на возмещение затрат,-1,
pdf_tables,492ef105-2bbb-4319-8557-d8135477af69.ON_SCHET_2BM-7713076301-2012052807251168061080000000000_2BM-6168002922-616801001-201408060714163447308_20260101_00066132-0000-0102-0001-000172977512.PDF,Счёт на электроэнергию за январь 2026 года,-1,
pdf_tables,4f51374b-4427-47f7-8e76-ddd523e451f5.900500996301_CDTP_2_31.05.2026.pdf,Счёт на услуги связи Ростелеком,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
pdf_tables,df37995b-8db1-4baf-8f95-df70302883f7.ON_SCHET___20260602_40c9d1d0-363b-409d-b86c-2475d35d3c03.pdf,Счет на оплату доступа к электрической сети,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
pdf_tables,5bd03910-789d-45d0-aee3-4981413a4dcd.Поступление №2016 от 31.03.26.pdf,Счет-фактура на оплату отопления,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
pdf_tables,c5963777-509b-4179-a54c-270ac776f157.УПД №155 от 17 февраля 2026 г.pdf,Счет-фактура на поставку товаров,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
pdf_tables,c71a6e9c-792d-4201-a786-240e9d3514db.900900595907_CDTP_2_28.02.2026.pdf,Счёт на услуги связи Ростелеком,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
pdf_tables,705d4357-734d-48b5-8a94-359b74876e05.900400985023_CDTP_2_31.01.2026.pdf,Счёт на оплату услуг связи Ростелеком,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
pdf_tables,2968982b-57f6-4612-bfbf-c5b1c83c6d1f.УПД (статус 1) № 146 от 23 апреля 2026 г.pdf,Счет-фактура на услуги питания,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
pdf_tables,aee28436-2290-4995-a245-99952a28aefe.Счет на оплату № 79 от 07 апреля 2026 г.pdf,Счёт на оказание дополнительных работ,-1,
pdf_tables,129052b2-9f24-457c-911b-391f7ea406e3.Декабрь 1312133.58.pdf,Счет-фактура на поставку воды,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
pdf_tables,3cd0aa5e-82cd-4c4b-bdfd-a005d8bc1162.900700776257_CDTP_2_31.12.2025.pdf,Счёт на оплату услуг связи Ростелеком,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
pdf_tables,a7efe6df-6a2a-458e-b670-b31c47482bcd.Счет на оплату № 45 от 03 апреля 2026 г.pdf,Счёт на оплату услуг по подключению сервисов,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
pdf_tables,eb355c17-8342-4ce3-a2cf-108ffc9a31d6.Акт № 63.1_УВВ-77Д-3565-20_ВымпелКом.pdf,Корректировочный акт оказания услуг,-1,
pdf_tables,b934831e-09db-484c-8307-8487e6607366.Альбом 1 ТХ 55273 УлО_Дмтр_Гончарова-2.pdf,Строительство базовой станции связи,-1,
pdf_tables,e28c592d-34da-4cd2-8672-642008cdab33.Копия заказ SKH260618_1819_110.pdf,Заказ на демонтаж кабельной инфраструктуры,-1,
pdf_tables,ce8c0816-04f2-44b6-af90-199ab0c35993.Гордиенко Никита Яковлевич_Краснодар_9673178233.pdf,Заявление на замену SIM-карты,-1,
pdf_tables,db72eabb-0159-4b3e-aae5-8baeb8575425.Счет_№_469796_от_01_06_2026.pdf,Счёт на оплату услуг связи,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
pdf_tables,a46bff93-9285-4f09-8a1b-c1533d3415fb.ON_BILL_2BM_2BM_20260601_735120549#9398433#I.pdf,Счёт на оплату услуг связи МегаФон,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
pdf_tables,c62a70ae-0670-4860-8f47-923663dd6de8.900600894844_CDTP_2_30.04.2026.pdf,Счёт на услуги связи Ростелеком,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
pdf_tables,1a17c52d-e998-4c2b-8686-000482110616.КМД 65260 СтК_КСЛВ-Дзержинского 26-Model.pdf,Рабочая документация для базовой станции,2,"рабочая документация, рабочая, документация, станции рабочая, станции, базовой, базовой станции, связи рабочая"
pdf_tables,808b9d5d-b43f-4cf0-88f5-4ce41f1e8224.ON_PRSCHETKURSK_2BM-7713076301-2012052807251168061080000000000_2BE3EE8FF53EF814A4AA549A4A1411F21E7_20260501_00087518-0000-0135-0000-000036241733.PDF,Предварительная оплата за электроэнергию,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
pdf_tables,0ea676ec-6e21-47b2-b1ea-93462108370a.28110_Алексин Некрасова 25_КМ.pdf,Рабочая документация базовой станции,2,"рабочая документация, рабочая, документация, станции рабочая, станции, базовой, базовой станции, связи рабочая"
pdf_tables,00fe302e-0675-4f55-b742-bca95705cfde.Печатная форма АТП 51275_Подп.pdf,Акт приемки объекта связи,-1,
pdf_tables,cea3b083-819b-4a2a-b00b-060487a8c228.Счет на оплату  141 от 01 апреля 2026 г.pdf,Счёт на оплату аренды помещения,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
pdf_tables,10fe0fbd-cf8c-47b0-bff3-25dff805ef9f.ON_SCHETPENI_2BE44A901998E534B10A8B91991968296C0_2BE7C381EF586B646169206AEFFFF1A847C_20260301_00024318-0000-0124-0001-000015760745.PDF,Платежное поручение по пени за электроэнергию,-1,
pdf_tables,3027daeb-20db-4f36-8651-a148a8478618.АктПриемки_WXX-4997325-1YAR3000KW.PDF,Акт приема оборудования для хранения,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
pdf_tables,751eacb0-7125-46b7-afe9-64488f68f0e6.RENT_7713076301_Invoice_9013082758_20260131.pdf,Счёт на оплату электроэнергии,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
pdf_tables,b37ba320-a21f-4371-9261-64138585c8d0.Счет № 26 от 27.03.2026-ПАО Вымпел-Ком-эл.энергия-Н-Гл-март 2026-факт-ЭДО.pdf,Счёт на оплату электроэнергии,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
pdf_tables,8df28e48-d6f6-47fa-b7d7-380bcabc246f.Счет на оплату № 560 от 30 ноября 2025 г.pdf,Счёт на оплату электроэнергии,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
pdf_tables,4669d571-655e-4c66-8392-7eed3ea3f4f7.сч  102 _0126  за 01.2026 ЭКУ .pdf,Счёт на оплату коммунальных услуг,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
pdf_tables,df0f61de-1eee-4ea3-96aa-79e80dbeab37.АМО на MRB00RURYA026355— РЯЗ_Советской Армии 16.pdf,Акт монтажа телеком оборудования,-1,
pdf_tables,502c242f-14af-4ac5-acfc-a58864cce0e6.Акт об оказании услуг № 105 от 30 апреля 2026 г.pdf,Акт выполненных телекоммуникационных услуг,-1,
pdf_tables,50348d1d-bb8a-4dce-b4f2-21ae1a32df2f.ЭМ_58-58 Билайн_офисы. ОП Хабаровск (отд. Биробиджан). Февраль 2026 - Акт.pdf,Акт сдачи-приемки клининговых услуг,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
pdf_tables,a082810e-2f8d-401d-a9f4-a164f49e343c.Счет-фактура №90391 от 30.04.26.pdf,Счет-фактура на электрическую энергию,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
pdf_tables,a3572f96-d57f-46eb-89ec-a5f159ae433b.Счёт_№683_от_31.03.2026.pdf,Счёт на услуги медосмотров,-1,
pdf_tables,2254c574-2d0d-41a5-b53b-c1f160aca837.ВымпелКом 07-518_04.pdf,Акт оказания услуг по аренде площадки,-1,
pdf_tables,25d3826e-9035-42a8-a802-2a4cd6d3f1ad.Приложение 01.2026 расчёт КУ ВЫМПЕЛКОМ к реестр начислений №ДТ_2028 от 31.01.2026 _Ком. услуги за ян.pdf,Счёт на оплату электроэнергии,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
pdf_tables,f21f3035-a0a4-4984-af88-e96834c110b8.Счет на оплату № 202 от 13 февраля 2026 г.pdf,Арендная плата за размещение оборудования,-1,
pdf_tables,ff99e92d-2270-494b-8b5a-f02414eea690.АктПриемки_WXX-5159748-2RND310LW.PDF,Акт приема оборудования и материалов,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
pdf_tables,0e619094-490e-4deb-8104-85808ffc4d49.Счет на оплату № 5 от 31 января 2026 г (3).pdf,Счёт на оплату аренды,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
pdf_tables,10099b25-7d12-4059-b83b-04e03b06a4f6.01 2026 Ижевск Вымпелком Книга.pdf,Счет-фактура на продажи за 2026 год,-1,
pdf_tables,15ac92dd-b9c1-4df7-b92f-2f33a6a6327a.ON_SAVAN_2BM-7713076301-2012052807251168061080000000000_2BM-_1322249-2013061112355307221020000000000_20260212_51134f31-54dd-48f9-8787-1766b9b06334_0_0_0_0_0_00.pdf,Предварительный платеж за электроэнергию,-1,
pdf_tables,0e63d801-11f8-414c-90dc-e6e1f008c313.Вымпел-Коммуникации Akt snyatiya pokazaniy schetchika № BP-285 ot 30.04.2026.pdf,Акт снятия показаний счетчика,-1,
pdf_tables,24f376e3-e8cc-4758-b04f-c5f7a355380c.Счет на оплату № 194 от 01 апреля 2026 г.pdf,Счёт на оплату аренды помещения,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
pdf_tables,3d2b152c-944a-419a-b97b-1ea3d176d071.Счет на оплату № 486 от 09.02.2026.pdf,Счет на поставку видеокамер,-1,
pdf_tables,fabab88c-55c1-4322-836a-9b82f2b20c9b.9722872c-2ef7-4a8f-bc9b-450d3977385f_31.12.2026.pdf,Доверенность на полные права,-1,
pdf_tables,"ccd75395-6de9-4455-9006-6fdd2ca0e096.акт_14 795,00.pdf",Акт выполненных работ по ремонту автомобиля,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
pdf_tables,21bc4993-f960-4f6a-85dc-9d90b593e450.ON_SCHET_2BM-7713076301-2012052807251168061080000000000_2BEb3a11426ba21487bb94eb837c2df5238_20260105_C72598E7-3079-47ED-A2B3-0802A531D73B.pdf,Счёт на оплату электроэнергии,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
pdf_tables,fee501cf-f1bd-4ea8-9861-623fbfbb9035.Счет №253 Вымпелком.pdf,Счёт на оплату телекоммуникационных услуг,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
pdf_tables,7e6ef951-a23b-4678-bef5-899c51c4b6de.39.pdf,Счёт на услуги связи за апрель 2026,-1,
pdf_tables,277f0150-a952-4b0f-89a3-977f58e76f14.СчетЗаказ.pdf,Аренда котельной для сотовой связи,-1,
pdf_tables,00c9d29d-d98a-474c-81f3-18a7fce816d8.28149_Новая Тула_ТХ.pdf,Рабочая документация базовой станции,2,"рабочая документация, рабочая, документация, станции рабочая, станции, базовой, базовой станции, связи рабочая"
pdf_tables,c84c1b13-8f56-4ab4-a92e-b0ea2b7a5a56.АД 65707_GR_Saltykova-Schedrina 114.pdf,Акт возврата оборудования на склад,-1,
pdf_tables,a0df9265-c448-4caa-8883-9697c52ce27a.Счет на оплату № 533 от 28 апреля 2026.pdf,Счёт на оплату лицензионных прав,-1,
pdf_tables,0088ac75-1197-416b-aacd-22901ac69d78.Заказ-наряд ЗН-910 от 08.04.2026.pdf,Акт технического обслуживания автомобиля,-1,
pdf_tables,b0984dc0-db1f-44c6-bdc9-4101f1c4ca0b.РасчетнаяВедомость_из_СФ_741000000000085380.pdf,Расчетная ведомость за отопление,-1,
pdf_tables,590e2687-a4d1-4aaf-819c-ca889ef16c28.Schet_pokupatelyu.pdf,Счёт на оплату услуг связи,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
pdf_tables,facfcbe0-7eac-4535-9aa6-0d356142a227.Счет №18 от 03.02.2026.pdf,Счет на оплату электроэнергии,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
pdf_tables,029858dd-a328-4075-9b77-679c0daf5a0e.вымп_упд.pdf,Счет-фактура на услуги связи,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
pdf_tables,8234a1cd-6946-43b1-9b85-dbdef18236c4.Счет_7713076301_997750001_1273851_2026.01.31_100168587.pdf,Счёт на оплату аренды за январь 2026,-1,
pdf_tables,dad28f42-aad6-46ad-9650-55c6c682510b.Вед__Вымпел_166.pdf,Ведомость потребления электрической энергии,-1,
pdf_tables,7fb0062a-fe7a-4bd7-b789-4904db54b2e6.RENT_7713076301_Invoice_9013187265_20260501.pdf,Счёт на оплату электроэнергии,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
pdf_tables,19e352c2-fdca-4555-a811-5ec979a64107.Detail_364000015979_1_202602.pdf,Расчет задолженности по услугам Ростелекома,-1,
pdf_tables,addf410c-332c-4a64-9c09-38970be3d212.Счет на оплату № 399 от 01 января 2026 г.pdf,Счёт на оплату вознаграждения,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
pdf_tables,a645c195-2ada-4ea8-8baa-ab2f190842b8.ON_VEDEHEH_2BEAECBBEC061354C7BB0AD8218340900E8_2BE88DE42CBE99B4E299A04EC85B865224A_20260101_00018866-0000-0108-0001-000046479450.pdf,Ведомость электропотребления за январь 2026,-1,
pdf_tables,3ba9b744-b127-4a41-88ce-122bf377c792.УПД (статус 2) № 494 от 31 октября 2025 г.pdf,Счет-фактура на оплату электроэнергии,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
pdf_tables,52c12eb2-798e-41dd-8db9-6a74e1c0a336.КС-3 № B2B2635401-0000021 от 08.06.2026.pdf,Справка о стоимости выполненных работ,-1,
pdf_tables,83d43936-73da-4ed3-8104-7c7a195b7804.Акт сверки № RW-113 ВЫМПЕЛКОМ от 21.04.2026.pdf,Сверка взаимных расчетов между компаниями,-1,
pdf_tables,6b3e1d83-941a-4641-9d3a-77f795ce4669.ТС Ботаника 3_26-1.pdf,Смета на проектирование пожарной безопасности,-1,
pdf_tables,1ad95df9-4130-4d2c-9b36-2bf95fddd9ee.900700538395_CDTP_2_31.12.2025.pdf,Счёт на услуги связи Ростелеком,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
pdf_tables,2618bc8d-c7c1-4a15-9d89-6a787e9ff052.ВымпелКом_дог.2517-УП от 11.04.2017г._Апрель 2026г._счет аванс.pdf,Счет на оплату аванса за услуги,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
pdf_tables,a33976cf-4ccf-4522-95d8-6842f09f6cc9.Вымпелком акт.pdf,Акт выполненных услуг связи за январь 2026 года,-1,
pdf_tables,177b9f2e-f9b2-47b9-a02f-95ce6603f8cb.УПД 107 от 24.02.2026.pdf,Счет-фактура на поставку товаров,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
pdf_tables,b59c7ef2-f5b5-40a1-99fa-52b0f22a3069.01_oblaka_raschety_Vympelkom_BS.pdf,Расчет потребления электроэнергии,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
pdf_tables,77b23ff7-ab24-45b3-83c0-2af7519ff4d3.УПД (статус 1) № 2 от 31 января 2026 г.pdf,Счет-фактура на поставку товаров,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
pdf_tables,0166f8cc-80da-4968-b20c-19995d5ac65d.Счет на оплату (ЦБО) № 3-107 от 28.02.2026.pdf,Счёт на оплату доступа к ВЛ,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
pdf_tables,9d40b36c-97f4-4d60-950c-54a1044f0a27.Счет агентское вознаграждение (2).pdf,Платежное поручение за агентское вознаграждение,-1,
pdf_tables,c4c2bb14-d4a9-4ac7-914b-2a90dd3035db.Счет на оплату № 11 от 31 мая 2026 г.pdf,Счёт на возмещение расходов за электроэнергию,-1,
pdf_tables,949c5d39-c689-43fc-b6b0-0b713cb6da30.900300724688_CDTP_2_31.03.2026.pdf,Счёт на оплату трафика Вымпелком,-1,
pdf_tables,4ee8c783-8dc0-4f85-b89d-31d7fa978edd.Счет № 29657 от 28 февраля 2026 г..pdf,Оплата размещения оборудования,-1,
pdf_tables,175f5ec4-4651-460a-b3b0-1da26d816b53.ON_BILL_2BM_2BM_20260401_735110326#9213526#I.pdf,Счёт-фактура на услуги связи МегаФон,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
pdf_tables,8080631e-73fa-46cb-9c1d-5a24b8571fa9.ТКО_Счет_фактура_№68416_от_30_апреля_2026 г.pdf,Услуги по обращению с твердыми коммунальными отходами,-1,
pdf_tables,f190f6c7-8169-494a-9999-331e7c39e28c.Schet_na_oplatu__53_ot_30_aprelya_2026_g.pdf,Счёт на оплату аренды,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
pdf_tables,1358a7d7-9d41-40b2-b93e-2de2be4171f4.900700905896_CDTP_2_30.04.2026.pdf,Счёт на оплату услуг связи Ростелеком,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
pdf_tables,900ee5ce-297d-4365-a5eb-cf741f3cd81f.Счет+отчет ВымпелКом февр 26.pdf,Счёт на оплату медицинских осмотров,-1,
pdf_tables,97f44c09-79df-44c8-af98-e4b0aa8cc255.УПД (статус 2) № 102 от 30 апреля 2026 г.pdf,Счет на возмещение затрат по электроэнергии,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
pdf_tables,f66b55f7-05df-40c6-ab62-6c1d4732e4b2.ON_SCHET___20260528_3c0f736f-2b48-4cf7-bcb5-b741136e90de.pdf,Счёт на оплату организации канала связи,-1,
pdf_tables,4e4c4e90-fccb-4906-a097-96ed4abf83d5.249 Вымпелком.pdf,Счет-фактура на поставку товаров,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
pdf_tables,5d93c715-ac4b-480f-98dd-97ab8a0f01b6.Отчет о реализованных услугах DG661.pdf,Отчет о потребленных телекоммуникационных услугах,-1,
pdf_tables,4cfb187a-8ada-438d-a0eb-eb9ba33afd91.ТХ БС_53961 Орск-Ленина62.pdf,Технологические решения для сотовой связи,-1,
pdf_tables,46cd15ff-3e9f-41f1-a7d5-ac2fd77a8919.Счет на оплату № 40 от 01 мая 2026 г.pdf,Счёт на оплату аренды за май 2026 года,-1,
pdf_tables,5d3e1b83-3a66-44e8-8ca4-c52e78c67b42.Счет на оплату № 471 от 03 июня 2026 г.pdf,Аренда нежилого помещения за июнь 2026 года,-1,
pdf_tables,09ef1826-ae87-4ce7-8404-1a32b5a13c0d.УПД_Прогресс ЦНТИ.pdf,Счет-фактура на оказание услуг,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
pdf_tables,1c20389e-c69c-41be-8aca-38ca00e8d2ef.Абрамова Вилена Дмитриевна_Краснодар_9628743419.pdf,Заявление на замену SIM-карты,-1,
pdf_tables,b5afef1b-b420-4351-9f07-0e463c22ea89.900300733284_CDTP_2_31.03.2026.pdf,Счёт на услуги связи Ростелеком,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
pdf_tables,c84fe848-6865-450d-93c3-68a6464f3b11.Счет № ГУ-24 от 28.02.2026.pdf,Аренда нежилой площади за февраль 2026 года,-1,
pdf_tables,bfd9ee1d-8bae-4fd3-abf9-9cc9d6170a31.УПД №70010015647 от 31.01.26.pdf,Универсальный передаточный документ,-1,
pdf_tables,43c4f5e4-d740-4f12-aebe-670e5b6ad2d5.ON_SCHET___20260216_a646dd0b-1e76-45bf-9a09-3e3d11ccdb7f.pdf,Счет на оплату аренды,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
pdf_tables,3caf133a-6fd6-4e02-bcea-c8f693317a34.Dokument.pdf,Расчет коммунальных платежей за аренду,-1,
pdf_tables,5d188a59-6153-4b3c-b101-1f48c03e226d.ON_SCHET___20260409_62eae60d-e178-4b5a-90f4-a79d78510c1e.pdf,Счёт на демонтаж проектов,-1,
pdf_tables,1e712300-73c2-4a3a-bab3-b51412a1f711.00F6435040140M.pdf,Условия начисления бонуса за продажи,-1,
pdf_tables,6d33b2ac-b5ab-4c2f-81b8-989dc158790d.УПД № 101172132920 от 31.12.2025.pdf,Услуги связи от ВымпелКом,-1,
pdf_tables,"293c5b28-801d-40b3-8075-7c00a1251bad.График Вертекс Ленинградская обл., г. Всеволожск, Всеволожский пр., 55.pdf",Календарный график строительных и монтажных работ,-1,
pdf_tables,b83877e1-4283-486c-9983-71bf49ad71f0.РРС1 81160 СтК_ЕСНТ-Гагарина 13-ОДН-Model.pdf,Рабочая документация радиорелейной связи,2,"рабочая документация, рабочая, документация, станции рабочая, станции, базовой, базовой станции, связи рабочая"
pdf_tables,fa2ad3dc-d425-48a9-affe-89fc5ada7582.ON_BILL_2BM_2BM_20260401_735024267#9230861#I.pdf,Счёт на оплату услуг связи МегаФон,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
pdf_tables,133cf10c-1782-4af8-ae7e-2065f820c9a9.Акт об оказании услуг № 9 от 28 февраля 2026 г.pdf,Акт выполненных услуг по электроэнергии,-1,
pdf_tables,df2d531f-0b8c-48fc-bc39-abd8899fe464.Счет на оплату №138 от 27.05.2026.pdf,Счёт на услуги и материалы,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
pdf_tables,7f2e5ace-d6ec-41c7-b366-7be517e36686.АДО БС_26091 подписан.pdf,Акт возврата оборудования на склад,-1,
pdf_tables,58e29c3c-e44e-40d8-b234-a6a8a3c01685.41941_AKB ROSBANK_ЭС_v_1.pdf,Рабочая документация базовой станции,2,"рабочая документация, рабочая, документация, станции рабочая, станции, базовой, базовой станции, связи рабочая"
pdf_tables,"256affd1-8383-463d-931a-cdcbf92ad7e3.Вымпел-Коммуникации 57298,09 расш.pdf",Услуги размещения оптоволокна в канализации,-1,
excel_xlsx,"3a08df3c-fe87-4df4-b812-e6ffe9feb0b3.Вымпелком дог 708518638_апрель 5 370,16 руб (2026).xlsx",Расходы на связь и IT-обслуживание,-1,
excel_xlsx,3a760621-88c5-40c2-8667-f5fe218ccb7d.Счёт 05(02)26.xlsx,Счет на аварийно-восстановительные работы,-1,
excel_xlsx,ebb2338c-e1ad-42b1-a693-56b761d87c11.xls,Акт приема-передачи оборудования,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
excel_xlsx,21469b15-b61d-4b53-9691-8d4ee8b106d3.Смета Нальчик Кавказ Билайн Май 2026.xlsx,Смета дополнительных работ на объекты,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
excel_xlsx,7b0f40ee-0de3-42e6-86d4-16c693e542ea.Смета №437 Тамбов  за март(1с) (1).xlsx,Сметный отчет на ремонт и монтаж,-1,
excel_xlsx,5ff154cd-c6f9-48ae-b340-cbdd522e8af9.05.2026_Расчет возмещения расходов по электроэнергии_Вымпелком_Дог.33-19.xlsx,Расчет компенсации расходов на электроэнергию,-1,
excel_xlsx,0ebd5d97-0b79-4a96-a94e-16994767b66d.2802-0059 согл_19.03.26_Билайн_г. Южно-Сахалинск ул. Комсомольская д.259 В_витрины.xls,Смета дополнительных работ на объект,-1,
excel_xlsx,17b20d8c-3899-436a-b63e-ea7408cfc48f.AR_IN_1898784_8YSH320LWb.xlsx,Акт о расхождениях при приемке товара,-1,
excel_xlsx,52181d0a-bc6c-4aeb-a342-97740c892c7b.Акт 12_2025_D23S00227266__F250560E-0270-4B9A-ACC8-DD3B1480C938.xlsx,Акт возмещения расходов на электроэнергию,-1,
excel_xlsx,3fc10ebe-4bd0-4490-b888-eea7d8ba8183.Справочный расчет о стоимости за Май 2026 г._ ВК РТ на выставление.xlsx,Расчет стоимости электроэнергии,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
excel_xlsx,dc257833-e797-4566-a110-ab6114caa386.Счет 661 от 31.05.2026 Вымпелком.xls,Счёт на оплату аренды,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
excel_xlsx,2ae48a30-bdb3-43e2-8f34-3ce9d539ad08.Смета Курск № 413 за февраль согл.xlsx,Смета на ремонт рекламной вывески,-1,
excel_xlsx,63073673-1acd-4a14-9930-7907ff476a0c.Билайн 6пав.xlsx,Расчет потребления электроэнергии,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
excel_xlsx,7c6a3741-bee0-4aa8-9ed9-74ef8f6422aa.УПД (статус 2) № 7 от 31 мая 2026 г.xlsx,Счет-фактура на поставку товаров,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
excel_xlsx,34768ce3-23a8-407f-a508-87987b228c45.xls,Акт приема-передачи оборудования,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
excel_xlsx,2a78dfa4-cae1-48c5-9a82-f5de9a0064b1.xls,Акт приема-передачи оборудования,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
excel_xlsx,"ee11715f-66e7-4a77-abd5-0cdde1983569.Смета Унеча, ул. Иванова, д. 10 - стул ИЗО.xlsx",Смета дополнительных работ на объект,-1,
excel_xlsx,"b7ad7055-a383-4b18-88e1-1669371f8cb4.Вымпелком (30945,30) Счет на оплату № 32 от 17 апреля 2026 г.xls",Выполнение аварийно-восстановительных работ,-1,
excel_xlsx,dce04f2d-b84c-4b52-a5f0-414f547cda20.Акт возврата ТМЦ на склад Отгр1954214.xlsx,Акт возврата товаров на склад,-1,
excel_xlsx,436fc810-558a-4286-804a-4623fb15ce47.Счет на оплату № 919 от 27 апреля 2026 г.xlsx,Счет на возмещение затрат на оценку помещения,-1,
excel_xlsx,866e067f-b3ed-4523-bb0d-5ae2659d70ee.SI-5138938-8HAB310SW_CH.xls,Акт приема-передачи оборудования,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
