doc_id,entity_id,source,file,llm_name,llm_inn,llm_kpp,edo_shortname,edo_inn,edo_kpp,inn_status,kpp_status,name_status
965,106e3fb3-4a75-463d-b451-ef8471753a82,tables,106e3fb3-4a75-463d-b451-ef8471753a82.ON_AKTSVERKI_2BM-7713076301-2012052807251168061080000000000_2BM-6168002922-616801001-201408060714163447308_20260301_00233772-0000-0106-0001-000175280239.PDF,"Публичное акционерное общество ""ТНС энерго Ростов-на-Дону""",7707083893,770701001,"ПАО ""ТНС энерго Ростов-на-Дону""",6168002922,997650001,mismatch,mismatch,match
971,2d607b58-838c-45f6-b20e-e14dde63fd08,tables,2d607b58-838c-45f6-b20e-e14dde63fd08.Akt_sverki_vzaimoraschetov.pdf,"ООО ""ПСП ЗАВОД ЖБИ""",2704016699,270401669,"ООО ""ПСП Завод ЖБИ""",2704016699,270401001,match,mismatch,match
984,fa15c1d4-32a1-4c39-9a6f-b4b791f07e4c,tables,fa15c1d4-32a1-4c39-9a6f-b4b791f07e4c.05.2026 РПД 74-07-ВК.pdf,009113138147041,,,"ООО ""ОПТЭС""",7701393881,770401001,llm_missing,llm_missing,mismatch
988,b1e6a2c3-9c90-4a9c-97bb-35d9afd58c96,tables,b1e6a2c3-9c90-4a9c-97bb-35d9afd58c96.сф № ЕИВ00002012 от 26 апреля 2026 Вымпелком.pdf,ИП Шагдарова И.В.,032500432033,,ИП Шагдарова Индира Валерьевна,032500432033,,match,both_missing,mismatch
990,be5492c6-d6b9-4f18-aee6-5381f39d73b5,tables,be5492c6-d6b9-4f18-aee6-5381f39d73b5.АктВыдачи_WXX-4927839-1YAR310KW.PDF,"ООО ""ДИНАТ""",,,"ООО ""СТА Карго""",7810825228,781401001,llm_missing,llm_missing,mismatch
993,af38dec5-7620-4a13-b856-e6d064750404,tables,af38dec5-7620-4a13-b856-e6d064750404.Счет на оплату № 317 от 19 июня 2026 г.pdf,ИП Исхаков А. Я.,230803583403,,Исхаков Артем Яковлевич,230803583403,,match,both_missing,mismatch
999,abb59b99-b2fc-4e23-abf7-b3a521faf498,tables,abb59b99-b2fc-4e23-abf7-b3a521faf498.31 счет вк лс 326695.pdf,"ОАО ""РЖД""",7708503727,997650001,Центральная станция связи ОАО «РЖД»,7708503727,771843001,match,mismatch,mismatch
1004,ca75ebc0-41b0-4efd-a634-97112c3905ca,tables,ca75ebc0-41b0-4efd-a634-97112c3905ca.Счет_79d04639-1b72-4aa5-90e7-afa5aaae82da.pdf,"ООО ""КОМУС""",7721793895,500945001,"ООО ""КОМУС""",7721793895,997350001,match,mismatch,match
1007,1a0b5bbe-3aed-470c-b02d-3cad2512a6ed,tables,1a0b5bbe-3aed-470c-b02d-3cad2512a6ed.ON_SCHET_2BM-7713076301-2012052807251168061080000000000_2BEb3a11426ba21487bb94eb837c2df5238_20260212_ED371284-5254-42C0-8142-55E11F85AF0F.pdf,"ФИЛИАЛ ""ХАБАРОВСКИЙ"" АО ""АЛЬФА-БАНК""",,,"ПАО ""ДЭК""",2723088770,997650001,llm_missing,llm_missing,mismatch
1008,647bc8b3-fc45-4feb-9277-b8dd6c3d902c,tables,647bc8b3-fc45-4feb-9277-b8dd6c3d902c.900900595813_CDTP_2_30.04.2026.pdf,ПАО «Ростелеком»,7707049388,645243001,"Нижегородский филиал ПАО ""Ростелеком"" (Волга)",7707049388,526043002,match,mismatch,match
1019,e9472e3f-805c-483e-8717-38bc0943b5ef,tables,e9472e3f-805c-483e-8717-38bc0943b5ef.Schet_pokupatelyu.pdf,ИП ФИЛИН А. В.,402708841238,,Филин Андрей Владимирович,402708841238,,match,both_missing,mismatch
1020,1d61e945-cc6b-4e0a-b0c9-f572639ac3ed,tables,1d61e945-cc6b-4e0a-b0c9-f572639ac3ed.Акт 47 вэс_28.02.26_3277_Вымпелком.pdf,ПАО «Россети Ленэнерго»,,,"АО ""РОССЕТИ ЦИФРА""",7705307770,773401001,llm_missing,llm_missing,mismatch
1025,d2c85dc6-8357-4a72-9f6c-f0cf9cfe3410,tables,d2c85dc6-8357-4a72-9f6c-f0cf9cfe3410.1_Счет на оплату № 29 от 31 марта 2026 г.pdf,"ООО ""ГРАНД ВЭЙ""",2635219430,263401001,"ООО ""ГРАНД ВЭЙ""",2635219430,263501001,match,mismatch,match
1030,689c1557-5338-49c1-af32-91796daf7b69,tables,689c1557-5338-49c1-af32-91796daf7b69.4 MOBILE_26014559 Акт № 260131-0082 от 31.01.2026.pdf,ООО «ЭхЭхЭк Духовых»,7707083893,770701001,"ООО ""ЛАЙОН КОММЬЮНИКЕЙШНЗ""",7743068844,771401001,mismatch,mismatch,mismatch
1037,115036ad-c7de-4f99-a23e-8dc2e80ddac0,tables,115036ad-c7de-4f99-a23e-8dc2e80ddac0.АктВыдачи_WXX-4896734-1YAR400KWB.PDF,"ООО ""СЕРВИОНИКА""",5074355890,507435589,"ООО ""СТА Карго""",7810825228,781401001,mismatch,mismatch,mismatch
1045,37f35129-7627-481f-940e-1c163324c2ae,tables,37f35129-7627-481f-940e-1c163324c2ae.2026 02 счет ЭЭ- в марте 2026.pdf,Северо-Западный директн скоростного сообщения ОАО «РЖД»,7708503727,781746003,"ДОСС ОАО ""РЖД""",7708503727,770843004,match,mismatch,mismatch
1049,bb601d9d-1477-4b74-b79c-de876d0a42cc,tables,bb601d9d-1477-4b74-b79c-de876d0a42cc.Поступление ТНС февраль 2026.pdf,"ООО ""Леант""",230604003891,230604003,"ООО ""Леант""",2347008225,234701001,mismatch,mismatch,match
1052,dcefa45f-66c5-4dc5-b436-6b4da31f2c5c,tables,dcefa45f-66c5-4dc5-b436-6b4da31f2c5c.Счет №НС00-000087 от 2026-01-31.PDF,ООО ПКО НСВ,7727551797,785250001,ООО ПКО НСВ,7727551797,775101001,match,mismatch,match
1053,5920d013-8630-4116-840c-0199b826596e,tables,5920d013-8630-4116-840c-0199b826596e.ЗАК356-Д24442ВК-ЛКСП-24_191 PR_26163909 Акт № 260531-0269 от 31.05.2026.pdf,ООО «ЭхаЭхаК»,7706510000,770651001,"ООО ""ЛАЙОН КОММЬЮНИКЕЙШНЗ""",7743068844,771401001,mismatch,mismatch,mismatch
1061,23b9ac35-0c4d-4f82-9dbd-bb829fa83ab1,tables,23b9ac35-0c4d-4f82-9dbd-bb829fa83ab1.Счет на оплату № 2518 от 15 апреля 2026 г.pdf,"ООО ""ПрофСервисТрейд""",7707820378,774301001,"ООО ""ПРОФСЕРВИСТРЕЙД""",7707820378,771401001,match,mismatch,match
1062,75ecb109-ffb7-40ca-8b80-0ae2a8f7bb82,tables,75ecb109-ffb7-40ca-8b80-0ae2a8f7bb82.26NSS26053100001 от 31.05.2026 счет ВымпелКом Новосибирск.pdf,ООО «АПР-Сити/ТВД»,7703225956,770601001,"ООО ""АПР-Сити/ТВД""",7703225956,771401001,match,mismatch,match
1065,c3e7c390-e456-4175-a466-6c584d95704b,tables,c3e7c390-e456-4175-a466-6c584d95704b.900500684812_CDTP_2_31.03.2026.pdf,ПАО «Ростелеком»,7707049388,272143001,"Приморский филиал ПАО ""Ростелеком"" (Дальний Восток)",7707049388,253643002,match,mismatch,match
1066,9f0330eb-b69d-49c0-b5f3-f9560bd8c79f,tables,9f0330eb-b69d-49c0-b5f3-f9560bd8c79f.ON_SCHET_2605RP400790.pdf,ПАО Сбербанк,7709219099,775050001,"АО ""Компания ТрансТелеКом""",7709219099,775050001,match,match,mismatch
1075,ac78f9ad-281d-4866-8c13-516e42ee4c10,tables,ac78f9ad-281d-4866-8c13-516e42ee4c10.Счет на оплату № 255 от 12 марта 2026 г.pdf,ИП Паламарчук А. Л.,712500206168,,Паламарчук Александр Леонидович,712500206168,,match,both_missing,mismatch
1082,2f9c929c-cdc7-43a0-bc26-94bfe76cb776,tables,2f9c929c-cdc7-43a0-bc26-94bfe76cb776.АКТ_ООО MBM_04_2026.pdf,ООО МВМ,1149010010,114901001,"ООО ""МВМ""",7707548740,997350001,mismatch,mismatch,match
1083,923ffc5a-ef82-4eaf-a568-c571bad87585,tables,923ffc5a-ef82-4eaf-a568-c571bad87585.900200737156_CDTP_2_31.05.2026.pdf,ПАО «Ростелеком»,7707049388,532143002,"Макрорегиональный филиал ""Северо-Запад"" ПАО ""Ростелеком""",7707049388,784243002,match,mismatch,match
1088,c42b6e75-4b2a-4df4-ad77-5f4de7bdcff2,tables,c42b6e75-4b2a-4df4-ad77-5f4de7bdcff2.Счет-фактура и УПД 31.05.26 № 457 697 328.50 в т.ч. НДС 125 747.76 (1).pdf,"ООО ""ОФИСНЫЙ ЦЕНТР ПАРИТЕТ""",7606111992,760601001,"ООО ""ОФИСНЫЙ ЦЕНТР ЧКАЛОВА 2""",7606101296,760601001,mismatch,match,mismatch
1089,d2ca5211-52a0-4e54-bc97-d649a8a2c7ec,tables,d2ca5211-52a0-4e54-bc97-d649a8a2c7ec.900700684571_CDTP_2_31.12.2025.pdf,ПАО «Ростелеком»,7707049388,143543001,"Приморский филиал ПАО ""Ростелеком"" (Дальний Восток)",7707049388,253643002,match,mismatch,match
1090,0fa7c8f0-4013-4af3-8f45-1331b235bf80,tables,0fa7c8f0-4013-4af3-8f45-1331b235bf80.Акт сверки за 2025г..pdf,ИП Соловцов М. Р.,760700991587,,Соловцов Михаил Романович,760700991587,,match,both_missing,mismatch
1092,ef479945-02aa-4da4-8cba-b5459f64e95f,tables,ef479945-02aa-4da4-8cba-b5459f64e95f.УПД №74010111000751И022026 от 28.02.26.pdf,"ООО ""Уральская энергосбытовая компания""",7453313477,775050001,Атабадзе Галина Анатольевна,744700767477,,mismatch,edo_missing,mismatch
1096,b6aef89c-dfda-4843-815e-81d220d39444,tables,b6aef89c-dfda-4843-815e-81d220d39444.Счет_FP323-01-26-24_5115.pdf,"Акционерное общество ""АВАНТЕЛ""",5408185212,891143001,"АО ""АВАНТЕЛ""",5408185212,771501001,match,mismatch,match
1101,a227eeea-6ef4-4685-a503-029d8c74a31a,tables,a227eeea-6ef4-4685-a503-029d8c74a31a.VV334817_Certificate.pdf,"ООО ""РУССЕРТ""",,,"ООО ""Мерлион""",7719269331,997350001,llm_missing,llm_missing,mismatch
1102,5384e32a-6f31-42c3-9b9e-e606d7e2845a,tables,5384e32a-6f31-42c3-9b9e-e606d7e2845a.УПД №1090 от 14.05.pdf,"ООО ""Сбер2В""",7730241227,773001001,"ООО ""ТОТ""",7730241227,773001001,match,match,mismatch
1103,1ebb4f5e-e824-4758-8a1c-e29fab5d7006,tables,1ebb4f5e-e824-4758-8a1c-e29fab5d7006.ON_SCHET_2401-2603RP346731.pdf,Филиал АО «Компания ТрансТелеКом» «Межрегиональный филиал Восток»,7709219099,246343002,"АО ""Компания ТрансТелеКом""",7709219099,775050001,match,mismatch,match
1107,5228196b-e6f8-4c28-bb71-0b2fce3469d2,tables,5228196b-e6f8-4c28-bb71-0b2fce3469d2.Акт об оказании услуг № 20 от 31 мая 2026 г.pdf,"ТСЖ ""НАДЕЖДЕНСКИЙ""",6659039339,665901001,"ТСЖ ""НАДЕЖДЕНСКИЙ""",6659039339,667801001,match,mismatch,match
1109,7ef5f83a-14be-4e11-b246-57ef408c211c,tables,7ef5f83a-14be-4e11-b246-57ef408c211c.Счет_af24ab3d-7630-47a0-b674-6cf3734a7a3f.pdf,"ООО ""КОМУС""",7721793895,500945005,"ООО ""КОМУС""",7721793895,997350001,match,mismatch,match
1113,172d2adc-17f4-4ef0-b217-b8bc14ffc1cd,tables,172d2adc-17f4-4ef0-b217-b8bc14ffc1cd.30 счет вк лс 340787.pdf,"ОАО ""РЖД""",7708503727,997650001,Центральная станция связи ОАО «РЖД»,7708503727,771843001,match,mismatch,mismatch
1114,88ed9c87-ab8c-4faa-82f7-53922ba3e205,tables,"88ed9c87-ab8c-4faa-82f7-53922ba3e205.АКТ № 12956 демонтажа, экспертизы и возврата оборудования и материалов.pdf","ЗАО ""ГК ""ЛогЛаб""",,,"ООО ""Ветекс""",7806433771,780601001,llm_missing,llm_missing,mismatch
1116,3b3db2f2-b829-43ad-90ae-c8c2960f2325,tables,3b3db2f2-b829-43ad-90ae-c8c2960f2325.900200733064_CDTP_2_31.05.2026.pdf,ПАО «Ростелеком»,7707049388,631543001,"Нижегородский филиал ПАО ""Ростелеком"" (Волга)",7707049388,526043002,match,mismatch,match
1130,c98a8579-da9f-4b55-a874-681f0a1b19c0,tables,c98a8579-da9f-4b55-a874-681f0a1b19c0.Акт сверки № 17883 от 15.04.26.pdf,"Акционерное общество ""Ульяновскэнерго""",7327012462,732701001,"АО ""УЛЬЯНОВСКЭНЕРГО""",7327012462,785150001,match,mismatch,match
1138,7d1994d7-e844-4c59-a15d-365e137c941d,tables,7d1994d7-e844-4c59-a15d-365e137c941d.900001047811_CDTP_2_31.05.2026.pdf,ПАО «Ростелеком»,7707049388,121543001,"Нижегородский филиал ПАО ""Ростелеком"" (Волга)",7707049388,526043002,match,mismatch,match
1151,88864b6b-7682-46fe-a80a-3975a0d1e709,tables,88864b6b-7682-46fe-a80a-3975a0d1e709.Вымпелком март.pdf,"АО ""Мосэнергосбыт""",5090100000,509010001,"АО ""ИПОГАТ""",5016000830,501601001,mismatch,mismatch,mismatch
1153,24265201-d9e8-476c-9891-122202e0f688,tables,24265201-d9e8-476c-9891-122202e0f688.Акт об оказании услуг № 49 от 28 февраля 2026 г.pdf,ИП Лысов А. С.,370259634920,,Лысов Александр Сергеевич,370259634920,,match,both_missing,mismatch
1173,f57184c7-239c-4937-a3df-e015c671f872,tables,f57184c7-239c-4937-a3df-e015c671f872.Vodokanal_UPD_01.26.pdf,"Муниципальное Унитарное Предприятие г. Астрахани ""Астрводоканал",3017037981,,"ООО ""АСТРАХАНСКИЙ ЦУМ""",3015113066,301501001,mismatch,llm_missing,mismatch
1178,60b2c67c-b961-47a9-a8aa-8983ecff62f5,tables,60b2c67c-b961-47a9-a8aa-8983ecff62f5.2026_02_расчет_Кристалл.pdf,"ООО УК ""Меркури Эссет Менеджмент""",7713076301,616502001,"ООО УК ""МЕРКУРИ ЭССЕТ МЕНЕДЖМЕНТ""",7726380482,770401001,mismatch,mismatch,match
1181,e5e12a71-3986-48e5-a6b6-e589b53dff4a,tables,e5e12a71-3986-48e5-a6b6-e589b53dff4a.ЭМ_133-133 Билайн_офисы. ОП Хабаровск (отд. Биробиджан). Май 2026 - Акт.pdf,"ООО ""ЭКОМАКС""",,,"ООО ""ЭМ""",5404083146,540401001,llm_missing,llm_missing,mismatch
1184,69f256d8-4f82-4e39-bae5-845049de6620,tables,69f256d8-4f82-4e39-bae5-845049de6620.Акт _603_сдачи приемки от 10.04.26.pdf,ООО «Пэй Киоск»,7707083893,770701001,"ООО ""Пэй Киоск""",7705721283,772601001,mismatch,mismatch,match
1198,926668e7-a8b0-4b10-a856-6f6fdbc26286,tables,926668e7-a8b0-4b10-a856-6f6fdbc26286.Счет № 64-93 от 31.03.26.pdf,"АО ""ЛИМАК""",7720000011,772001001,"АО ""ЛИМАК""",4826004888,482601001,mismatch,mismatch,match
1200,362c2b8d-16c7-46c2-86d9-de19cbc550f7,tables,362c2b8d-16c7-46c2-86d9-de19cbc550f7.20260629 Счет № П17-00015-08-2026 от 05 Июля 2026.pdf,"АО ""Связьтранснефть""",7723011906,027802001,"АО ""СВЯЗЬТРАНСНЕФТЬ""",7723011906,997650001,match,mismatch,match
1202,ed6e7a83-d68b-4cd6-a708-e1b6e90c1c26,tables,ed6e7a83-d68b-4cd6-a708-e1b6e90c1c26.ON_SCHET_2401-2605RP352144.pdf,Филиал АО «Компания ТрансТелеКом» «Межрегиональный филиал Восток»,7709219099,246343002,"АО ""Компания ТрансТелеКом""",7709219099,775050001,match,mismatch,match
1214,f3125f1e-2f95-4813-9cfc-3fbab6522bcf,tables,f3125f1e-2f95-4813-9cfc-3fbab6522bcf.Счет на оплату № 2213 от 19 марта 2026 г.pdf,"ООО ""ПрофСервисТрейд""",7707820378,774301001,"ООО ""ПРОФСЕРВИСТРЕЙД""",7707820378,771401001,match,mismatch,match
1220,f7a0d5a5-8a2a-4164-a0c6-6bf6d7bb0337,tables,f7a0d5a5-8a2a-4164-a0c6-6bf6d7bb0337.Счет № 904951 - 1 от 28.02.2026.pdf,"Публичное акционерное общество ""Мобильные ТелеСистемы"" (ПАО ""МТС"")",7740000076,997750001,"ПАО ""МТС""",7740000076,997750001,match,match,mismatch
1231,db2b51ab-6039-47ad-928c-aebfc9158d21,tables,db2b51ab-6039-47ad-928c-aebfc9158d21.ON_SCHET_6101-2604RP318955.pdf,Филиал АО «Компания ТрансТелеКом» «Межрегиональный филиал Запад»,7709219099,616443002,"АО ""Компания ТрансТелеКом""",7709219099,775050001,match,mismatch,match
1232,ad11e607-04f3-49d0-ac63-8df02cd0dbf2,tables,ad11e607-04f3-49d0-ac63-8df02cd0dbf2.АктВыдачи_WXX-5133065-1YAR310KW.PDF,"ООО ""ТЕХСИТИСЕРВИС""",7707083893,770701001,"ООО ""СТА Карго""",7810825228,781401001,mismatch,mismatch,mismatch
1242,ea5df60e-daf9-481b-806c-c9261fd234c7,tables,ea5df60e-daf9-481b-806c-c9261fd234c7.Счет-фактура  №613_08_01876 от 31.08.25 - bf8652a8-d659-4738-ba72-4ea7f3681cb8 Пермэнерго Лион-тр.pdf,"ООО ""ЛИОН-ТРЕЙД""",5903008289,590301001,Трубина Вероника Сергеевна,590204491132,,mismatch,edo_missing,mismatch
1250,9d0cc2f7-1732-4293-8771-050ba64540a3,tables,9d0cc2f7-1732-4293-8771-050ba64540a3.900900595845_CDTP_2_31.05.2026.pdf,ПАО «Ростелеком»,7707049388,583643001,"Нижегородский филиал ПАО ""Ростелеком"" (Волга)",7707049388,526043002,match,mismatch,match
1258,861b1f39-3bda-432d-89f3-7f5f9b8038a9,tables,861b1f39-3bda-432d-89f3-7f5f9b8038a9.900200732871_CDTP_2_31.03.2026.pdf,ПАО «Ростелеком»,7707049388,561243001,"Нижегородский филиал ПАО ""Ростелеком"" (Волга)",7707049388,526043002,match,mismatch,match
1263,b3edd6a2-fdf5-4f33-8f92-de719dc51a83,tables,b3edd6a2-fdf5-4f33-8f92-de719dc51a83.СЧЁТ 00-26-00-FR006929.pdf,"Акционерное общество ""Страховое общество газовой промышленности""",7736035485,997950001,"АО ""СОГАЗ""",7736035485,770801001,match,mismatch,mismatch
1275,5cf09657-f145-442c-ad7d-fa1be2ec63d8,tables,5cf09657-f145-442c-ad7d-fa1be2ec63d8.Счет на оплату № 11 от 31 января 2026 г.pdf,"ООО ""ГРАНД ВЭЙ""",2635219430,263401001,"ООО ""ГРАНД ВЭЙ""",2635219430,263501001,match,mismatch,match
1279,290a044a-1cd3-47f5-907d-e9bef9fa25db,tables,290a044a-1cd3-47f5-907d-e9bef9fa25db.Акт_7713076301_165543001_4645_2026.02.28_00.pdf,"Общество с ограниченной ответственностью ""Твои мобильные технологии""",1655327859,165501001,"ПАО ""ТАТТЕЛЕКОМ""",1681000024,166001001,mismatch,mismatch,mismatch
1282,109bd70b-a4af-46cf-bec6-23af8b31b0be,tables,109bd70b-a4af-46cf-bec6-23af8b31b0be.900600595847_CDTP_2_31.05.2026.pdf,ПАО «Ростелеком»,7707049388,583643001,"Нижегородский филиал ПАО ""Ростелеком"" (Волга)",7707049388,526043002,match,mismatch,match
1286,99a92e4c-8795-415c-9b13-a6090a7c987e,tables,99a92e4c-8795-415c-9b13-a6090a7c987e.Расшифровка_расчета_по_договору_ЭЭ0302-09117_за_02.2026.xlsx (1).pdf,"ПАО ""Россети Волга""",,,"ООО ""ГУОДОНГ""",9709124154,772501001,llm_missing,llm_missing,mismatch
1287,25d12a6d-41fa-4bbe-bc5c-a8e8248390d8,tables,25d12a6d-41fa-4bbe-bc5c-a8e8248390d8.Приложение №5 ФК_123902.pdf,ООО «ФОРТ-КОНТРОЛЬ»,7707083893,770701001,"ООО ""ФОРТ-КОНТРОЛЬ""",5040125816,504001001,mismatch,mismatch,match
1288,68aa8ea6-7cef-46b7-98c5-2bbfd4fa5516,tables,68aa8ea6-7cef-46b7-98c5-2bbfd4fa5516.900700595807_CDTP_2_31.12.2025.pdf,ПАО «Ростелеком»,7707049388,645243001,"Нижегородский филиал ПАО ""Ростелеком"" (Волга)",7707049388,526043002,match,mismatch,match
1292,f0042e33-1bff-4739-b0a1-03d2509399b1,tables,f0042e33-1bff-4739-b0a1-03d2509399b1.Акт об оказании услуг № 1547 от 31 декабря 2025 г.pdf,ИП Гольц Семён Михайлович,616484400018,,Гольц Ольга Григорьевна,616405652569,,mismatch,both_missing,mismatch
1305,c41cf630-b5df-412c-81d5-c0b984b7b548,tables,c41cf630-b5df-412c-81d5-c0b984b7b548.АктЭлектро-БС-21813-01.02.26_Билайн.pdf,ТСН «Гаражный комплекс «РАДАР»,,,"ТСН ""ГК ""РАДАР""",5027276693,502701001,llm_missing,llm_missing,mismatch
1306,3d42b4b7-145d-4de5-a713-3fe2f85f0fdd,tables,3d42b4b7-145d-4de5-a713-3fe2f85f0fdd.ON_BILL_2BM_2BM_20260502_735114245#9330111#I.pdf,Северо-Западный филиал ПАО «МегаФон»,7812014560,780143001,"Северо-Западный филиал ПАО ""МегаФон""",7812014560,784143001,match,mismatch,match
1307,3335ff16-d792-4908-93b9-c5d7f82dbb09,tables,3335ff16-d792-4908-93b9-c5d7f82dbb09.900700732809_CDTP_2_31.01.2026.pdf,ПАО «Ростелеком»,7707049388,132643001,"Нижегородский филиал ПАО ""Ростелеком"" (Волга)",7707049388,526043002,match,mismatch,match
1308,bcf13608-f9f3-4146-bfbd-85f2b8ecbec1,tables,bcf13608-f9f3-4146-bfbd-85f2b8ecbec1.28 PR_26031571 Копия документов 3х лиц № 260131-087 от 31.01.2026.pdf,Общество с ограниченной ответственностью «ЭмЭмЭс Коммьюникейшнз»,,,"ООО ""ЛАЙОН КОММЬЮНИКЕЙШНЗ""",7743068844,771401001,llm_missing,llm_missing,mismatch
1315,7a56cd75-6cc1-4430-be2f-3922bc898576,tables,7a56cd75-6cc1-4430-be2f-3922bc898576.8728150-0110 торг-2.pdf,"ООО ""КОМЛИНК СПБ""",,,"ЗАО ""ГК АККОРД""",7709797580,507401001,llm_missing,llm_missing,mismatch
1319,c3cd684a-f95a-479a-a3f2-e7707e8625da,tables,c3cd684a-f95a-479a-a3f2-e7707e8625da.рсшифровка.pdf,"ООО ""Седар""",117036770000,770000000,"ООО ""СЕДАР""",7727797448,772701001,mismatch,mismatch,match
1330,ac80ebfc-13ae-430b-9bd3-2909041481c3,tables,ac80ebfc-13ae-430b-9bd3-2909041481c3.ON_VEDOMOST_2BM-7713076301-2012052807251168061080000000000_2BM-1101301856-2012052807212867861080000000000_31032026 34.PDF,"Акционерное общество ""Коми энергосбытовая компания""",7707083893,770701001,"АО ""Коми энергосбытовая компания""",1101301856,785150001,mismatch,mismatch,match
1333,2978bb8f-f4e6-4f04-b657-4ccc0497fd25,tables,2978bb8f-f4e6-4f04-b657-4ccc0497fd25.счет.pdf,"ТРК ""РУМБА""",,,"ООО ""Петромобиль-Строй""",7807044560,781301001,llm_missing,llm_missing,mismatch
1336,5561c30f-fdd2-4582-b991-a3cf55275bfe,tables,5561c30f-fdd2-4582-b991-a3cf55275bfe.ON_SCHET_2401-2512RP347553.pdf,Филиал АО «Компания ТрансТелеКом» «Межрегиональный филиал Восток»,7709219099,246343002,"АО ""Компания ТрансТелеКом""",7709219099,775050001,match,mismatch,match
1362,f5641c18-09c0-41b5-8afd-ac3b58673ddd,tables,f5641c18-09c0-41b5-8afd-ac3b58673ddd.900500558309_CDTP_2_30.04.2026.pdf,ПАО «Ростелеком»,7707049388,213043001,"Нижегородский филиал ПАО ""Ростелеком"" (Волга)",7707049388,526043002,match,mismatch,match
1375,e7d3f371-16b6-4d5c-9fd9-1dd5bf302358,tables,e7d3f371-16b6-4d5c-9fd9-1dd5bf302358.Счет на оплату № 136 от 01 июня 2026 г.pdf,ИП Тамбов Р. Б.,231500251150,,Тамбов Руслан Борисович,231500251150,,match,both_missing,mismatch
1376,89cf410c-1fba-4571-8102-b6906d7d3496,tables,89cf410c-1fba-4571-8102-b6906d7d3496.ON_DETAIL_2603XJ385985.pdf,21K005995-001,,,"АО ""Компания ТрансТелеКом""",7709219099,775050001,llm_missing,llm_missing,mismatch
1384,432c79dd-ccf0-48ad-9baa-6cef90acfcf8,tables,432c79dd-ccf0-48ad-9baa-6cef90acfcf8.900500595805_CDTP_2_31.05.2026.pdf,ПАО «Ростелеком»,7707049388,645243001,"Нижегородский филиал ПАО ""Ростелеком"" (Волга)",7707049388,526043002,match,mismatch,match
1385,4cd5d381-04fa-468e-8b96-934527df7377,tables,4cd5d381-04fa-468e-8b96-934527df7377.АДО БС 25595 ID 456015.pdf,"ЗАО ""ГК ""ЛогЛаб""",,,"ООО ""СТРОЙМИГ КОННЕКТ""",7720788564,772001001,llm_missing,llm_missing,mismatch
1390,7f35f6a6-994a-4667-8143-302468f7b699,tables,7f35f6a6-994a-4667-8143-302468f7b699.Счет на оплату № 124 от 29 июня 2026 г.pdf,ИП ГРОШЕВ Ю. А.,280117643803,,Грошев Юрий Александрович,280117643803,,match,both_missing,mismatch
1392,6c39b256-dea6-4968-a9f9-39a040b0f26a,tables,6c39b256-dea6-4968-a9f9-39a040b0f26a.900500589658_CDTP_2_31.01.2026.pdf,ПАО «Ростелеком»,7707049388,420543001,"Новосибирский филиал ПАО ""Ростелеком"" (Сибирь)",7707049388,540643001,match,mismatch,match
1395,07618120-9d74-40f3-b3c5-f427199d3886,tables,07618120-9d74-40f3-b3c5-f427199d3886.ЗАК340-Д24442_ВК-ЛКСП-24_59_TV_26151291 Копия документов 3х лиц № 260609-008 от 09.06.2026.pdf,"ООО ""ДИАМАНД и Ко""",9703132102,770301001,"ООО ""ЛАЙОН КОММЬЮНИКЕЙШНЗ""",7743068844,771401001,mismatch,mismatch,mismatch
1397,a701e3fd-08d3-42dd-888c-818f85013ef7,tables,a701e3fd-08d3-42dd-888c-818f85013ef7.Счет_c6b7df8e-8c45-4859-a98b-db4ab471095a.pdf,"ООО ""КОМУС""",7721793895,500945005,"ООО ""КОМУС""",7721793895,997350001,match,mismatch,match
1398,f88edd15-1915-4bbe-9f05-02b119d283d6,tables,f88edd15-1915-4bbe-9f05-02b119d283d6.Акт об оказании услуг № 87 от 31.03.2026.pdf,"Муниципальное автономное учреждение культуры города Калининград ""Калининградский театр эстрады""",3908016280,390601001,"МАУК КТК ""ДОМ ИСКУССТВ""",3908016280,390601001,match,match,mismatch
1404,d1033b47-1206-4c3f-9e6f-1bf05b453a4f,tables,d1033b47-1206-4c3f-9e6f-1bf05b453a4f.1000_6400703490_12_30-04-2026.PDF,"АО ""ЭР-Телеком Холдинг""",7713076301,526245028,"АО ""ЭР-ТЕЛЕКОМ ХОЛДИНГ""",5902202276,590501001,mismatch,mismatch,match
1420,4de59c8e-341b-4e5b-8670-70fca09dae0a,tables,4de59c8e-341b-4e5b-8670-70fca09dae0a.Акт по договору №2019 ОДН за февраль 2026.pdf,ООО «Центр – ТЕХОСТРОЙПРОЕКТ»,114700000000,114700000,"ООО ""ЦЕНТР-ТЕХОСТРОЙПРОЕКТ""",0522015457,052201001,mismatch,mismatch,match
1428,7ec7acc6-809b-4f60-b8dc-cc35b0effd7c,tables,7ec7acc6-809b-4f60-b8dc-cc35b0effd7c.ЗАК389-Д24442ВК-ЛКСП-24_174 PR_26163352 Акт № 260531-0194 от 31.05.2026.pdf,ООО «ЭхаЭхаЭк»,7707083893,770701001,"ООО ""ЛАЙОН КОММЬЮНИКЕЙШНЗ""",7743068844,771401001,mismatch,mismatch,mismatch
